season,match_id,team_a,team_b,team_a_score,team_b_score,winner,date,venue,strength_a,strength_b
5,PKL_S5_M030,Bengal Warriors,UP Yoddhas,32,31,Bengal Warriors,2023-01-30,Mumbai,0.7788755315609969,0.5630044390698379
5,PKL_S5_M031,Jaipur Pink Panthers,Dabang Delhi KC,35,37,Jaipur Pink Panthers,2023-01-31,Bengaluru,0.8002493440351316,0.8687285598476744
5,PKL_S5_M032,UP Yoddhas,U Mumba,32,25,UP Yoddhas,2023-02-01,Ahmedabad,0.5630044390698379,0.8343363511519637
5,PKL_S5_M033,Tamil Thalaivas,Bengaluru Bulls,40,30,Tamil Thalaivas,2023-02-02,Hyderabad,0.695791745740941,0.7882517381962731
5,PKL_S5_M034,Telugu Titans,UP Yoddhas,41,31,Telugu Titans,2023-02-03,Haryana,0.7418508036468231,0.5630044390698379
5,PKL_S5_M035,Patna Pirates,Tamil Thalaivas,25,36,Tamil Thalaivas,2023-02-04,Mumbai,0.8076991491772146,0.695791745740941
5,PKL_S5_M036,U Mumba,Haryana Steelers,41,26,U Mumba,2023-02-05,Pune,0.8343363511519637,0.6979116988386993
5,PKL_S5_M037,Jaipur Pink Panthers,Bengal Warriors,29,38,Bengal Warriors,2023-02-06,Chennai,0.8002493440351316,0.7788755315609969
5,PKL_S5_M038,U Mumba,UP Yoddhas,30,34,UP Yoddhas,2023-02-07,Delhi,0.8343363511519637,0.5630044390698379
5,PKL_S5_M039,Bengaluru Bulls,U Mumba,37,44,U Mumba,2023-02-08,Patna,0.7882517381962731,0.8343363511519637
5,PKL_S5_M040,Gujarat Giants,Bengaluru Bulls,40,30,Gujarat Giants,2023-02-09,Chennai,0.726901132943757,0.7882517381962731
5,PKL_S5_M041,U Mumba,Tamil Thalaivas,25,38,Tamil Thalaivas,2023-02-10,Chennai,0.8343363511519637,0.695791745740941
5,PKL_S5_M042,Jaipur Pink Panthers,U Mumba,41,32,Jaipur Pink Panthers,2023-02-11,Hyderabad,0.8002493440351316,0.8343363511519637
5,PKL_S5_M043,Gujarat Giants,Telugu Titans,26,36,Telugu Titans,2023-02-12,Chennai,0.726901132943757,0.7418508036468231
5,PKL_S5_M044,Haryana Steelers,Bengaluru Bulls,42,25,Haryana Steelers,2023-02-13,Kolkata,0.6979116988386993,0.7882517381962731
5,PKL_S5_M045,Bengal Warriors,Puneri Paltan,43,26,Bengal Warriors,2023-02-14,Mumbai,0.7788755315609969,0.6586760557637223
5,PKL_S5_M046,Patna Pirates,Haryana Steelers,32,44,Haryana Steelers,2023-02-15,Jaipur,0.8076991491772146,0.6979116988386993
5,PKL_S5_M047,UP Yoddhas,Jaipur Pink Panthers,36,34,Jaipur Pink Panthers,2023-02-16,Patna,0.5630044390698379,0.8002493440351316
5,PKL_S5_M048,Dabang Delhi KC,Tamil Thalaivas,35,36,Dabang Delhi KC,2023-02-17,Hyderabad,0.8687285598476744,0.695791745740941
5,PKL_S5_M049,UP Yoddhas,Dabang Delhi KC,32,32,UP Yoddhas,2023-02-18,Bengaluru,0.5630044390698379,0.8687285598476744
5,PKL_S5_M050,Haryana Steelers,Gujarat Giants,37,32,Gujarat Giants,2023-02-19,Mumbai,0.6979116988386993,0.726901132943757
5,PKL_S5_M051,UP Yoddhas,Haryana Steelers,39,35,UP Yoddhas,2023-02-20,Jaipur,0.5630044390698379,0.6979116988386993
5,PKL_S5_M052,Dabang Delhi KC,Haryana Steelers,30,41,Haryana Steelers,2023-02-21,Bengaluru,0.8687285598476744,0.6979116988386993
5,PKL_S5_M053,Puneri Paltan,UP Yoddhas,35,29,Puneri Paltan,2023-02-22,Jaipur,0.6586760557637223,0.5630044390698379
5,PKL_S5_M054,U Mumba,Jaipur Pink Panthers,38,36,U Mumba,2023-02-23,Jaipur,0.8343363511519637,0.8002493440351316
5,PKL_S5_M055,UP Yoddhas,Dabang Delhi KC,34,41,Dabang Delhi KC,2023-02-24,Bengaluru,0.5630044390698379,0.8687285598476744
5,PKL_S5_M056,Patna Pirates,UP Yoddhas,26,40,UP Yoddhas,2023-02-25,Ahmedabad,0.8076991491772146,0.5630044390698379
5,PKL_S5_M057,Haryana Steelers,Patna Pirates,25,41,Patna Pirates,2023-02-26,Haryana,0.6979116988386993,0.8076991491772146
5,PKL_S5_M058,Puneri Paltan,Bengaluru Bulls,43,37,Puneri Paltan,2023-02-27,Patna,0.6586760557637223,0.7882517381962731
5,PKL_S5_M059,Telugu Titans,Puneri Paltan,25,37,Puneri Paltan,2023-02-28,Bengaluru,0.7418508036468231,0.6586760557637223
5,PKL_S5_M060,Telugu Titans,Bengaluru Bulls,40,32,Telugu Titans,2023-03-01,Ahmedabad,0.7418508036468231,0.7882517381962731
5,PKL_S5_M061,Puneri Paltan,Bengaluru Bulls,32,33,Bengaluru Bulls,2023-03-02,Haryana,0.6586760557637223,0.7882517381962731
5,PKL_S5_M062,UP Yoddhas,Jaipur Pink Panthers,25,35,Jaipur Pink Panthers,2023-03-03,Haryana,0.5630044390698379,0.8002493440351316
5,PKL_S5_M063,U Mumba,UP Yoddhas,33,44,UP Yoddhas,2023-03-04,Hyderabad,0.8343363511519637,0.5630044390698379
5,PKL_S5_M064,Haryana Steelers,Dabang Delhi KC,32,33,Haryana Steelers,2023-03-05,Lucknow,0.6979116988386993,0.8687285598476744
5,PKL_S5_M065,Puneri Paltan,U Mumba,44,28,Puneri Paltan,2023-03-06,Haryana,0.6586760557637223,0.8343363511519637
5,PKL_S5_M066,Puneri Paltan,Bengal Warriors,38,35,Puneri Paltan,2023-03-07,Patna,0.6586760557637223,0.7788755315609969
5,PKL_S5_M067,Tamil Thalaivas,Jaipur Pink Panthers,36,32,Jaipur Pink Panthers,2023-03-08,Chennai,0.695791745740941,0.8002493440351316
5,PKL_S5_M068,Tamil Thalaivas,Telugu Titans,31,36,Telugu Titans,2023-03-09,Patna,0.695791745740941,0.7418508036468231
5,PKL_S5_M069,Bengal Warriors,Puneri Paltan,27,44,Puneri Paltan,2023-03-10,Pune,0.7788755315609969,0.6586760557637223
5,PKL_S5_M070,Bengaluru Bulls,Gujarat Giants,35,39,Gujarat Giants,2023-03-11,Delhi,0.7882517381962731,0.726901132943757
5,PKL_S5_M071,Tamil Thalaivas,Gujarat Giants,43,36,Tamil Thalaivas,2023-03-12,Lucknow,0.695791745740941,0.726901132943757
5,PKL_S5_M072,Tamil Thalaivas,Dabang Delhi KC,27,33,Dabang Delhi KC,2023-03-13,Haryana,0.695791745740941,0.8687285598476744
5,PKL_S5_M073,Telugu Titans,U Mumba,35,41,U Mumba,2023-03-14,Chennai,0.7418508036468231,0.8343363511519637
5,PKL_S5_M074,Telugu Titans,Bengaluru Bulls,39,35,Telugu Titans,2023-03-15,Hyderabad,0.7418508036468231,0.7882517381962731
5,PKL_S5_M075,Gujarat Giants,Dabang Delhi KC,31,41,Dabang Delhi KC,2023-03-16,Haryana,0.726901132943757,0.8687285598476744
5,PKL_S5_M076,Gujarat Giants,Bengal Warriors,43,36,Gujarat Giants,2023-03-17,Chennai,0.726901132943757,0.7788755315609969
5,PKL_S5_M077,UP Yoddhas,Telugu Titans,31,41,Telugu Titans,2023-03-18,Patna,0.5630044390698379,0.7418508036468231
5,PKL_S5_M078,U Mumba,Puneri Paltan,36,32,U Mumba,2023-03-19,Jaipur,0.8343363511519637,0.6586760557637223
5,PKL_S5_M079,Gujarat Giants,Patna Pirates,44,34,Gujarat Giants,2023-03-20,Delhi,0.726901132943757,0.8076991491772146
5,PKL_S5_M080,Bengal Warriors,Gujarat Giants,32,37,Bengal Warriors,2023-03-21,Pune,0.7788755315609969,0.726901132943757
5,PKL_S5_M081,Bengal Warriors,Tamil Thalaivas,36,31,Bengal Warriors,2023-03-22,Pune,0.7788755315609969,0.695791745740941
5,PKL_S5_M082,Jaipur Pink Panthers,Bengaluru Bulls,38,28,Jaipur Pink Panthers,2023-03-23,Ahmedabad,0.8002493440351316,0.7882517381962731
5,PKL_S5_M083,Puneri Paltan,UP Yoddhas,26,40,UP Yoddhas,2023-03-24,Jaipur,0.6586760557637223,0.5630044390698379
5,PKL_S5_M084,Bengal Warriors,Jaipur Pink Panthers,34,37,Jaipur Pink Panthers,2023-03-25,Mumbai,0.7788755315609969,0.8002493440351316
5,PKL_S5_M085,Dabang Delhi KC,Jaipur Pink Panthers,32,25,Dabang Delhi KC,2023-03-26,Lucknow,0.8687285598476744,0.8002493440351316
5,PKL_S5_M086,Gujarat Giants,Telugu Titans,29,32,Telugu Titans,2023-03-27,Chennai,0.726901132943757,0.7418508036468231
5,PKL_S5_M087,Bengaluru Bulls,U Mumba,40,34,Bengaluru Bulls,2023-03-28,Hyderabad,0.7882517381962731,0.8343363511519637
5,PKL_S5_M088,Puneri Paltan,U Mumba,43,32,Puneri Paltan,2023-03-29,Jaipur,0.6586760557637223,0.8343363511519637
5,PKL_S5_M089,UP Yoddhas,Dabang Delhi KC,25,36,Dabang Delhi KC,2023-03-30,Delhi,0.5630044390698379,0.8687285598476744
5,PKL_S5_M090,Haryana Steelers,Jaipur Pink Panthers,44,35,Haryana Steelers,2023-03-31,Haryana,0.6979116988386993,0.8002493440351316
5,PKL_S5_M091,Gujarat Giants,Bengal Warriors,43,30,Gujarat Giants,2023-04-01,Lucknow,0.726901132943757,0.7788755315609969
5,PKL_S5_M092,Bengaluru Bulls,UP Yoddhas,40,32,Bengaluru Bulls,2023-04-02,Hyderabad,0.7882517381962731,0.5630044390698379
5,PKL_S5_M093,Telugu Titans,Jaipur Pink Panthers,37,35,Telugu Titans,2023-04-03,Chennai,0.7418508036468231,0.8002493440351316
5,PKL_S5_M094,Bengaluru Bulls,Haryana Steelers,32,39,Haryana Steelers,2023-04-04,Mumbai,0.7882517381962731,0.6979116988386993
5,PKL_S5_M095,Jaipur Pink Panthers,Patna Pirates,44,28,Jaipur Pink Panthers,2023-04-05,Jaipur,0.8002493440351316,0.8076991491772146
5,PKL_S5_M096,U Mumba,Haryana Steelers,33,35,U Mumba,2023-04-06,Mumbai,0.8343363511519637,0.6979116988386993
5,PKL_S5_M097,Jaipur Pink Panthers,Gujarat Giants,29,39,Gujarat Giants,2023-04-07,Chennai,0.8002493440351316,0.726901132943757
5,PKL_S5_M098,Haryana Steelers,U Mumba,43,31,Haryana Steelers,2023-04-08,Bengaluru,0.6979116988386993,0.8343363511519637
5,PKL_S5_M099,Gujarat Giants,Jaipur Pink Panthers,36,25,Gujarat Giants,2023-04-09,Kolkata,0.726901132943757,0.8002493440351316
5,PKL_S5_M100,Patna Pirates,Puneri Paltan,27,32,Puneri Paltan,2023-04-10,Lucknow,0.8076991491772146,0.6586760557637223
5,PKL_S5_M101,Telugu Titans,Haryana Steelers,28,36,Haryana Steelers,2023-04-11,Delhi,0.7418508036468231,0.6979116988386993
5,PKL_S5_M102,UP Yoddhas,Telugu Titans,34,31,UP Yoddhas,2023-04-12,Pune,0.5630044390698379,0.7418508036468231
5,PKL_S5_M103,Puneri Paltan,Bengal Warriors,32,44,Bengal Warriors,2023-04-13,Lucknow,0.6586760557637223,0.7788755315609969
5,PKL_S5_M104,Tamil Thalaivas,Puneri Paltan,32,33,Puneri Paltan,2023-04-14,Mumbai,0.695791745740941,0.6586760557637223
5,PKL_S5_M105,Telugu Titans,Puneri Paltan,34,33,Telugu Titans,2023-04-15,Bengaluru,0.7418508036468231,0.6586760557637223
5,PKL_S5_M106,Bengaluru Bulls,Bengal Warriors,33,43,Bengal Warriors,2023-04-16,Pune,0.7882517381962731,0.7788755315609969
5,PKL_S5_M107,Dabang Delhi KC,Jaipur Pink Panthers,39,34,Dabang Delhi KC,2023-04-17,Chennai,0.8687285598476744,0.8002493440351316
5,PKL_S5_M108,Bengaluru Bulls,Telugu Titans,31,33,Telugu Titans,2023-04-18,Mumbai,0.7882517381962731,0.7418508036468231
5,PKL_S5_M109,U Mumba,Gujarat Giants,25,33,Gujarat Giants,2023-04-19,Ahmedabad,0.8343363511519637,0.726901132943757
5,PKL_S5_M110,Bengal Warriors,Bengaluru Bulls,37,42,Bengaluru Bulls,2023-04-20,Haryana,0.7788755315609969,0.7882517381962731
5,PKL_S5_M111,Jaipur Pink Panthers,Telugu Titans,37,25,Jaipur Pink Panthers,2023-04-21,Patna,0.8002493440351316,0.7418508036468231
5,PKL_S5_M112,U Mumba,Telugu Titans,31,43,Telugu Titans,2023-04-22,Kolkata,0.8343363511519637,0.7418508036468231
5,PKL_S5_M113,Patna Pirates,U Mumba,32,33,U Mumba,2023-04-23,Haryana,0.8076991491772146,0.8343363511519637
5,PKL_S5_M114,Bengaluru Bulls,Jaipur Pink Panthers,26,40,Jaipur Pink Panthers,2023-04-24,Chennai,0.7882517381962731,0.8002493440351316
5,PKL_S5_M115,Telugu Titans,Puneri Paltan,38,25,Telugu Titans,2023-04-25,Chennai,0.7418508036468231,0.6586760557637223
5,PKL_S5_M116,Puneri Paltan,Bengal Warriors,37,33,Puneri Paltan,2023-04-26,Pune,0.6586760557637223,0.7788755315609969
5,PKL_S5_M117,Tamil Thalaivas,UP Yoddhas,27,40,UP Yoddhas,2023-04-27,Ahmedabad,0.695791745740941,0.5630044390698379
5,PKL_S5_M118,UP Yoddhas,Gujarat Giants,38,28,UP Yoddhas,2023-04-28,Delhi,0.5630044390698379,0.726901132943757
5,PKL_S5_M119,Bengaluru Bulls,Haryana Steelers,26,32,Haryana Steelers,2023-04-29,Mumbai,0.7882517381962731,0.6979116988386993
5,PKL_S5_M120,Gujarat Giants,Telugu Titans,30,32,Telugu Titans,2023-04-30,Kolkata,0.726901132943757,0.7418508036468231
5,PKL_S5_M121,Telugu Titans,Bengal Warriors,35,35,Bengal Warriors,2023-05-01,Kolkata,0.7418508036468231,0.7788755315609969
5,PKL_S5_M122,Bengal Warriors,Dabang Delhi KC,40,37,Bengal Warriors,2023-05-02,Ahmedabad,0.7788755315609969,0.8687285598476744
5,PKL_S5_M123,Gujarat Giants,Haryana Steelers,26,41,Haryana Steelers,2023-05-03,Lucknow,0.726901132943757,0.6979116988386993
5,PKL_S5_M124,Puneri Paltan,U Mumba,26,32,U Mumba,2023-05-04,Patna,0.6586760557637223,0.8343363511519637
5,PKL_S5_M125,Bengal Warriors,UP Yoddhas,37,25,Bengal Warriors,2023-05-05,Patna,0.7788755315609969,0.5630044390698379
5,PKL_S5_M126,Gujarat Giants,U Mumba,36,42,U Mumba,2023-05-06,Jaipur,0.726901132943757,0.8343363511519637
5,PKL_S5_M127,Telugu Titans,Dabang Delhi KC,31,36,Dabang Delhi KC,2023-05-07,Ahmedabad,0.7418508036468231,0.8687285598476744
5,PKL_S5_M128,Bengaluru Bulls,Bengal Warriors,35,26,Bengaluru Bulls,2023-05-08,Kolkata,0.7882517381962731,0.7788755315609969
5,PKL_S5_M129,Bengaluru Bulls,Jaipur Pink Panthers,34,33,Bengaluru Bulls,2023-05-09,Delhi,0.7882517381962731,0.8002493440351316
5,PKL_S5_M130,Gujarat Giants,Bengal Warriors,33,31,Gujarat Giants,2023-05-10,Ahmedabad,0.726901132943757,0.7788755315609969
5,PKL_S5_M131,Puneri Paltan,Bengal Warriors,27,40,Bengal Warriors,2023-05-11,Chennai,0.6586760557637223,0.7788755315609969
5,PKL_S5_M132,Tamil Thalaivas,Haryana Steelers,26,43,Haryana Steelers,2023-05-12,Haryana,0.695791745740941,0.6979116988386993
6,PKL_S6_M001,Bengaluru Bulls,Tamil Thalaivas,25,32,Tamil Thalaivas,2023-01-01,Kolkata,0.6044735210737484,0.7436658484544713
6,PKL_S6_M002,Jaipur Pink Panthers,Bengal Warriors,26,32,Bengal Warriors,2023-01-02,Mumbai,0.7532824579055613,0.8508501887857565
6,PKL_S6_M003,Patna Pirates,Jaipur Pink Panthers,39,36,Patna Pirates,2023-01-03,Kolkata,0.8428268885184655,0.7532824579055613
6,PKL_S6_M004,Puneri Paltan,U Mumba,35,37,Puneri Paltan,2023-01-04,Pune,0.657825832415188,0.8424470349569956
6,PKL_S6_M005,Jaipur Pink Panthers,Gujarat Giants,36,32,Gujarat Giants,2023-01-05,Ahmedabad,0.7532824579055613,0.6586144567955755
6,PKL_S6_M006,Bengaluru Bulls,U Mumba,28,38,U Mumba,2023-01-06,Pune,0.6044735210737484,0.8424470349569956
6,PKL_S6_M007,Puneri Paltan,Patna Pirates,32,43,Patna Pirates,2023-01-07,Bengaluru,0.657825832415188,0.8428268885184655
6,PKL_S6_M008,Patna Pirates,Tamil Thalaivas,37,25,Patna Pirates,2023-01-08,Lucknow,0.8428268885184655,0.7436658484544713
6,PKL_S6_M009,Haryana Steelers,Jaipur Pink Panthers,33,44,Jaipur Pink Panthers,2023-01-09,Ahmedabad,0.778460382347631,0.7532824579055613
6,PKL_S6_M010,Puneri Paltan,UP Yoddhas,37,36,UP Yoddhas,2023-01-10,Jaipur,0.657825832415188,0.6659489245947993
6,PKL_S6_M011,Gujarat Giants,Tamil Thalaivas,30,35,Tamil Thalaivas,2023-01-11,Kolkata,0.6586144567955755,0.7436658484544713
6,PKL_S6_M012,Puneri Paltan,Bengaluru Bulls,29,39,Bengaluru Bulls,2023-01-12,Ahmedabad,0.657825832415188,0.6044735210737484
6,PKL_S6_M013,Bengal Warriors,Patna Pirates,39,34,Bengal Warriors,2023-01-13,Patna,0.8508501887857565,0.8428268885184655
6,PKL_S6_M014,Bengaluru Bulls,U Mumba,34,40,U Mumba,2023-01-14,Patna,0.6044735210737484,0.8424470349569956
6,PKL_S6_M015,Jaipur Pink Panthers,Telugu Titans,31,34,Telugu Titans,2023-01-15,Hyderabad,0.7532824579055613,0.6902825067003335
6,PKL_S6_M016,Patna Pirates,Dabang Delhi KC,25,40,Dabang Delhi KC,2023-01-16,Pune,0.8428268885184655,0.8070620317522609
6,PKL_S6_M017,Tamil Thalaivas,Patna Pirates,39,30,Tamil Thalaivas,2023-01-17,Pune,0.7436658484544713,0.8428268885184655
6,PKL_S6_M018,Bengal Warriors,UP Yoddhas,41,30,Bengal Warriors,2023-01-18,Patna,0.8508501887857565,0.6659489245947993
6,PKL_S6_M019,Telugu Titans,Haryana Steelers,40,35,Telugu Titans,2023-01-19,Pune,0.6902825067003335,0.778460382347631
6,PKL_S6_M020,Haryana Steelers,Jaipur Pink Panthers,32,42,Jaipur Pink Panthers,2023-01-20,Pune,0.778460382347631,0.7532824579055613
6,PKL_S6_M021,Dabang Delhi KC,Bengal Warriors,35,32,Bengal Warriors,2023-01-21,Hyderabad,0.8070620317522609,0.8508501887857565
6,PKL_S6_M022,Bengaluru Bulls,UP Yoddhas,39,30,Bengaluru Bulls,2023-01-22,Hyderabad,0.6044735210737484,0.6659489245947993
6,PKL_S6_M023,Patna Pirates,U Mumba,41,26,Patna Pirates,2023-01-23,Pune,0.8428268885184655,0.8424470349569956
6,PKL_S6_M024,Jaipur Pink Panthers,U Mumba,33,40,U Mumba,2023-01-24,Haryana,0.7532824579055613,0.8424470349569956
6,PKL_S6_M025,Bengal Warriors,U Mumba,25,34,U Mumba,2023-01-25,Lucknow,0.8508501887857565,0.8424470349569956
6,PKL_S6_M026,Gujarat Giants,U Mumba,33,27,Gujarat Giants,2023-01-26,Haryana,0.6586144567955755,0.8424470349569956
6,PKL_S6_M027,UP Yoddhas,Tamil Thalaivas,37,32,UP Yoddhas,2023-01-27,Patna,0.6659489245947993,0.7436658484544713
6,PKL_S6_M028,U Mumba,Haryana Steelers,27,42,Haryana Steelers,2023-01-28,Haryana,0.8424470349569956,0.778460382347631
6,PKL_S6_M029,UP Yoddhas,Jaipur Pink Panthers,28,42,Jaipur Pink Panthers,2023-01-29,Lucknow,0.6659489245947993,0.7532824579055613
6,PKL_S6_M030,Puneri Paltan,Bengal Warriors,30,36,Bengal Warriors,2023-01-30,Kolkata,0.657825832415188,0.8508501887857565
6,PKL_S6_M031,Telugu Titans,Tamil Thalaivas,30,38,Tamil Thalaivas,2023-01-31,Delhi,0.6902825067003335,0.7436658484544713
6,PKL_S6_M032,Bengaluru Bulls,Telugu Titans,37,42,Telugu Titans,2023-02-01,Ahmedabad,0.6044735210737484,0.6902825067003335
6,PKL_S6_M033,UP Yoddhas,Haryana Steelers,30,39,Haryana Steelers,2023-02-02,Ahmedabad,0.6659489245947993,0.778460382347631
6,PKL_S6_M034,Jaipur Pink Panthers,Haryana Steelers,37,43,Haryana Steelers,2023-02-03,Pune,0.7532824579055613,0.778460382347631
6,PKL_S6_M035,UP Yoddhas,Telugu Titans,31,37,Telugu Titans,2023-02-04,Delhi,0.6659489245947993,0.6902825067003335
6,PKL_S6_M036,Bengaluru Bulls,Gujarat Giants,32,29,Bengaluru Bulls,2023-02-05,Pune,0.6044735210737484,0.6586144567955755
6,PKL_S6_M037,Telugu Titans,Tamil Thalaivas,35,34,Telugu Titans,2023-02-06,Jaipur,0.6902825067003335,0.7436658484544713
6,PKL_S6_M038,Puneri Paltan,Tamil Thalaivas,26,32,Tamil Thalaivas,2023-02-07,Lucknow,0.657825832415188,0.7436658484544713
6,PKL_S6_M039,Bengal Warriors,Tamil Thalaivas,41,34,Bengal Warriors,2023-02-08,Chennai,0.8508501887857565,0.7436658484544713
6,PKL_S6_M040,Dabang Delhi KC,UP Yoddhas,41,33,Dabang Delhi KC,2023-02-09,Patna,0.8070620317522609,0.6659489245947993
6,PKL_S6_M041,UP Yoddhas,Bengal Warriors,32,30,UP Yoddhas,2023-02-10,Hyderabad,0.6659489245947993,0.8508501887857565
6,PKL_S6_M042,Bengal Warriors,Bengaluru Bulls,40,25,Bengal Warriors,2023-02-11,Hyderabad,0.8508501887857565,0.6044735210737484
6,PKL_S6_M043,Bengaluru Bulls,Patna Pirates,44,37,Bengaluru Bulls,2023-02-12,Haryana,0.6044735210737484,0.8428268885184655
6,PKL_S6_M044,Dabang Delhi KC,Bengaluru Bulls,26,39,Bengaluru Bulls,2023-02-13,Pune,0.8070620317522609,0.6044735210737484
6,PKL_S6_M045,U Mumba,Puneri Paltan,37,26,U Mumba,2023-02-14,Delhi,0.8424470349569956,0.657825832415188
6,PKL_S6_M046,Puneri Paltan,U Mumba,34,38,U Mumba,2023-02-15,Pune,0.657825832415188,0.8424470349569956
6,PKL_S6_M047,Haryana Steelers,Telugu Titans,32,33,Telugu Titans,2023-02-16,Lucknow,0.778460382347631,0.6902825067003335
6,PKL_S6_M048,Tamil Thalaivas,Telugu Titans,30,42,Telugu Titans,2023-02-17,Kolkata,0.7436658484544713,0.6902825067003335
6,PKL_S6_M049,Dabang Delhi KC,U Mumba,28,41,U Mumba,2023-02-18,Mumbai,0.8070620317522609,0.8424470349569956
6,PKL_S6_M050,Haryana Steelers,Telugu Titans,32,35,Telugu Titans,2023-02-19,Kolkata,0.778460382347631,0.6902825067003335
6,PKL_S6_M051,UP Yoddhas,Telugu Titans,36,31,UP Yoddhas,2023-02-20,Jaipur,0.6659489245947993,0.6902825067003335
6,PKL_S6_M052,U Mumba,Bengaluru Bulls,32,34,U Mumba,2023-02-21,Chennai,0.8424470349569956,0.6044735210737484
6,PKL_S6_M053,Bengal Warriors,Telugu Titans,44,32,Bengal Warriors,2023-02-22,Delhi,0.8508501887857565,0.6902825067003335
6,PKL_S6_M054,Puneri Paltan,Telugu Titans,30,44,Telugu Titans,2023-02-23,Mumbai,0.657825832415188,0.6902825067003335
6,PKL_S6_M055,Jaipur Pink Panthers,Tamil Thalaivas,37,40,Tamil Thalaivas,2023-02-24,Delhi,0.7532824579055613,0.7436658484544713
6,PKL_S6_M056,Puneri Paltan,Dabang Delhi KC,44,36,Puneri Paltan,2023-02-25,Patna,0.657825832415188,0.8070620317522609
6,PKL_S6_M057,Bengal Warriors,Telugu Titans,32,43,Telugu Titans,2023-02-26,Ahmedabad,0.8508501887857565,0.6902825067003335
6,PKL_S6_M058,Tamil Thalaivas,Bengaluru Bulls,29,34,Bengaluru Bulls,2023-02-27,Mumbai,0.7436658484544713,0.6044735210737484
6,PKL_S6_M059,Puneri Paltan,Gujarat Giants,44,30,Puneri Paltan,2023-02-28,Pune,0.657825832415188,0.6586144567955755
6,PKL_S6_M060,U Mumba,Bengaluru Bulls,44,32,U Mumba,2023-03-01,Patna,0.8424470349569956,0.6044735210737484
6,PKL_S6_M061,Gujarat Giants,Tamil Thalaivas,29,36,Tamil Thalaivas,2023-03-02,Pune,0.6586144567955755,0.7436658484544713
6,PKL_S6_M062,Telugu Titans,Puneri Paltan,32,35,Puneri Paltan,2023-03-03,Jaipur,0.6902825067003335,0.657825832415188
6,PKL_S6_M063,Bengal Warriors,Telugu Titans,31,33,Telugu Titans,2023-03-04,Jaipur,0.8508501887857565,0.6902825067003335
6,PKL_S6_M064,Gujarat Giants,U Mumba,35,32,U Mumba,2023-03-05,Kolkata,0.6586144567955755,0.8424470349569956
6,PKL_S6_M065,Dabang Delhi KC,Bengal Warriors,32,35,Bengal Warriors,2023-03-06,Patna,0.8070620317522609,0.8508501887857565
6,PKL_S6_M066,UP Yoddhas,Bengal Warriors,37,34,UP Yoddhas,2023-03-07,Pune,0.6659489245947993,0.8508501887857565
6,PKL_S6_M067,Jaipur Pink Panthers,Patna Pirates,44,26,Jaipur Pink Panthers,2023-03-08,Jaipur,0.7532824579055613,0.8428268885184655
6,PKL_S6_M068,Gujarat Giants,Bengaluru Bulls,41,26,Gujarat Giants,2023-03-09,Patna,0.6586144567955755,0.6044735210737484
6,PKL_S6_M069,Gujarat Giants,Patna Pirates,26,40,Patna Pirates,2023-03-10,Jaipur,0.6586144567955755,0.8428268885184655
6,PKL_S6_M070,U Mumba,Puneri Paltan,30,32,Puneri Paltan,2023-03-11,Ahmedabad,0.8424470349569956,0.657825832415188
6,PKL_S6_M071,Patna Pirates,Telugu Titans,26,37,Telugu Titans,2023-03-12,Ahmedabad,0.8428268885184655,0.6902825067003335
6,PKL_S6_M072,Bengaluru Bulls,Bengal Warriors,34,29,Bengaluru Bulls,2023-03-13,Kolkata,0.6044735210737484,0.8508501887857565
6,PKL_S6_M073,Puneri Paltan,Gujarat Giants,34,30,Puneri Paltan,2023-03-14,Pune,0.657825832415188,0.6586144567955755
6,PKL_S6_M074,Telugu Titans,UP Yoddhas,31,40,UP Yoddhas,2023-03-15,Haryana,0.6902825067003335,0.6659489245947993
6,PKL_S6_M075,Tamil Thalaivas,Jaipur Pink Panthers,33,36,Tamil Thalaivas,2023-03-16,Haryana,0.7436658484544713,0.7532824579055613
6,PKL_S6_M076,Haryana Steelers,Tamil Thalaivas,42,36,Haryana Steelers,2023-03-17,Jaipur,0.778460382347631,0.7436658484544713
6,PKL_S6_M077,Puneri Paltan,Jaipur Pink Panthers,43,33,Puneri Paltan,2023-03-18,Kolkata,0.657825832415188,0.7532824579055613
6,PKL_S6_M078,Bengaluru Bulls,Patna Pirates,25,40,Patna Pirates,2023-03-19,Kolkata,0.6044735210737484,0.8428268885184655
6,PKL_S6_M079,Tamil Thalaivas,Patna Pirates,41,33,Tamil Thalaivas,2023-03-20,Chennai,0.7436658484544713,0.8428268885184655
6,PKL_S6_M080,UP Yoddhas,Tamil Thalaivas,41,37,UP Yoddhas,2023-03-21,Lucknow,0.6659489245947993,0.7436658484544713
6,PKL_S6_M081,Haryana Steelers,Dabang Delhi KC,32,26,Haryana Steelers,2023-03-22,Ahmedabad,0.778460382347631,0.8070620317522609
6,PKL_S6_M082,Telugu Titans,Puneri Paltan,37,37,Puneri Paltan,2023-03-23,Jaipur,0.6902825067003335,0.657825832415188
6,PKL_S6_M083,Dabang Delhi KC,Gujarat Giants,27,43,Gujarat Giants,2023-03-24,Chennai,0.8070620317522609,0.6586144567955755
6,PKL_S6_M084,Bengaluru Bulls,Dabang Delhi KC,36,32,Dabang Delhi KC,2023-03-25,Pune,0.6044735210737484,0.8070620317522609
